g1_1,g1_2,g1_3,g1_4,g1_5,g1_6,g1_7,g1_8,g1_9,g1_10,g1_11,g1_12,g1_13,g1_14,g1_15,g1_16,g1_17,g1_18,g1_19,g1_20,g1_21,g2_1,g2_2,g2_3,g2_4,g2_5,g2_6,g2_7,g2_8,g2_9,g2_10,g2_11,g2_12,g2_13,g2_14,g2_15,g2_16,g2_17,g2_18,g2_19,g2_20,g2_21,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,c_24,c_25,c_26,c_27,c_28,class
2.25,0,3,3,20,0,2,2,0,-2,2,0,2.6015,2.5011,4.32,2.24,0.4,0.32,0.002187491,0.001459006,0.518518519,3.3,1,1,2,16,0,0,1,1,0,0,0,2.5,2.5,1.28,0.16,0.16,0.002187491,0.001588445,0.542372881,3.25,2.28,1,0,1,0,0,0,0,0.736057856,-1,2,1,-1,1,2,0,-2,2,0,0.1015,0.0011,0.24,0.16,0,1.96,0.96,-0.023854363,1.62,0
3.4,4,0,4,10,1,0,1,3,1,-2,-1,2.530936508,2.527474693,5.2464,3.2096,0.328,0.5024,0.004184994,0.003135395,0.611771882,2.25,3,6,9,9,2,2,4,1,0,3,3,3.02274985,2.662798454,2.664,0.904,0.3328,0.004184994,0.002879899,0.454421397,3.25,2.18,-1,1,0,0,0,1,0,0.037325318,-2,-3,-5,0,-4,-1,1,-2,-2,-4,-0.491813341,-0.135323761,-0.0048,-0.4016,0,-0.616,0.5456,0.157350484,1.63,2
2,0,3,3,18,1,4,3,1,-3,2,-1,2.555,2.4838,4.24,2.2,0.76,0.84,0.002179909,0.001827146,0.518867925,3.75,1,1,2,20,1,1,1,1,0,0,0,2.51125,2.50225,1.32,0.36,0.36,0.002187491,0.001930454,0.38372093,3.2,1.95,4,-2,2,0,0,0,0,1.367256102,-1,2,1,0,3,2,0,-3,2,-1,0.04375,-0.01845,0.4,0.48,0,0.8,0.88,0.135146994,1.75,1
6,16,8,24,19,19,22,12,32,-3,-20,-23,2.147063893,2.332640198,9.913764534,2.630587725,0.747352992,1.845625947,0.723632059,0.003135395,0.265347005,1.6,31,20,51,4,39,17,13,14,22,-1,21,4.809083494,4.785312275,4.429956918,1.386101767,1.085088519,0.082898452,0.440431655,0.281962856,4.2,1.79,-3,2,-1,0,0,0,1,3.613001062,-4,-23,-27,5,9,-5,-7,-2,-42,-44,-2.662019601,-2.452672077,-0.337735526,0.45952418,0,-5.797371974,-1.799369193,-0.016615851,2.01,0
1.2,6,4,10,3,4,2,1,0,2,1,3,3.03171208,2.725944349,7.9616,4.5232,0.7584,0.328,0.004084502,0.004232341,0.56812701,15,3,0,3,19,5,5,2,5,0,-3,-3,2.42648012,2.481018549,2.1808,1.0464,1.4832,0.004302874,0.003379593,0.406622912,6.5,1.68,6,0,6,0,1,0,0,0.90135785,6,1,7,-1,0,-4,-5,5,1,6,0.605231959,0.2449258,-0.7248,-0.7184,0,2.5984,2.3424,0.161504098,2.1,0
2.8,30,24,54,8,31,19,18,18,12,0,12,5,4.669480571,14.78310886,4.576975079,1.956310788,1.265245792,0.244414704,0.087160851,0.309608427,2.7,37,27,64,4,45,19,21,15,26,6,32,5,4.904630907,5.299398626,2.239838262,0.612385445,0.043066924,0.477113916,0.394578925,3.4,1.87,-2,5,3,1,0,0,1,2.70120472,3,-13,-10,16,-2,-1,-27,6,-26,-20,0,-0.235150336,1.343925343,-0.97459247,-1,1.35259269,-0.722423547,-0.084970498,1.93,1
2.25,11,8,19,16,8,9,12,17,-1,-5,-6,2.776315775,2.677228992,11.40954381,5.561682044,1.465764244,1.636443562,0.087695132,0.038196935,0.487458757,3.25,9,10,19,13,16,10,7,12,6,-5,1,3.149929702,3.077452605,4.394818032,1.222331087,1.601938748,0.086185787,0.038196935,0.505662887,3.3,1.84,-1,5,4,0,0,0,0,2.490018192,1,-1,0,-4,2,2,1,4,-11,-7,-0.373613927,-0.400223613,-0.136174504,0.414112475,0,2.71834233,1.166864013,-0.01820413,1.94,1
2.7,0,1,1,20,0,1,0,0,-1,0,-1,2.4335,2.4755,3.16,0.56,0,0.16,0.002187491,0.001827146,0.17721519,2.8,0,0,0,20,1,4,0,1,-3,-1,-4,2.261308411,2.425061682,1.96,0.16,0.84,0.002179909,0.001827146,0.475728155,3.4,1.82,1,5,6,0,0,1,0,2.153440175,0,1,1,-1,1,-4,-1,0,3,3,0.172191589,0.050438318,-0.84,0,0,-0.96,-1.4,-0.298512965,1.98,2
1.73,20,19,39,7,15,10,15,16,5,-1,4,3.859369385,3.884437212,13.53815739,7.424529428,0.826518775,1.202625525,0.222356746,0.015843436,0.548415062,5.5,21,16,37,12,15,13,13,15,2,-2,0,3.733699247,3.324256275,5.39171357,1.078056781,0.624723925,0.367879441,0.003624641,0.547682632,3.4,2.07,9,-5,4,0,0,0,0,0.009800491,4,-2,2,0,-3,2,1,7,-3,4,0.125670137,0.560180938,0.201794849,0.124568745,0,3.69356262,2.032815858,0.000732431,1.74,1
1.44,37,15,52,6,34,12,17,27,22,-10,12,5,4.535020039,13.21627631,8.100437706,2.356434269,0.747774558,0.437687541,0.105399225,0.612913767,7.5,22,19,41,10,36,23,13,25,13,-12,1,3.823600483,3.776032345,6.668618981,1.053879327,1.17071444,0.843664817,0.010620173,0.604568969,4.33,1.73,11,2,13,1,0,0,0,2.044398343,18,-7,11,9,-1,-6,-9,34,-23,11,1.176399517,0.758987695,1.185719829,-0.306104769,0,2.185907038,1.431818725,0.008344798,2.06,1
1.28,32,24,56,5,27,14,26,16,13,10,23,4.867936231,4.847560632,15.97819895,6.04449627,1.387908141,1.598775793,0.079880603,0.016572675,0.378296471,12,22,11,33,17,19,20,20,37,-1,-17,-18,2.722247174,2.638129024,3.715324938,1.497658312,1.929731475,0.835270211,3.89E-07,0.384469449,6,1.58,8,-4,4,0,1,0,0,0.235973271,21,2,23,-10,-6,6,-3,30,11,41,2.145689057,2.209431608,-0.541823334,0.101117481,0,6.314687449,2.329171332,-0.006172978,2.39,0
2.4,19,8,27,12,20,14,7,22,6,-15,-9,2.741823009,3.01254845,10.91709389,6.052971833,0.944688332,2.34590523,0.3623521,0.006409333,0.554449004,3.2,18,16,34,9,22,18,12,9,4,3,7,3.712392427,3.52412586,7.053005151,1.20140842,0.776146788,0.238877227,0.030500872,0.536856594,3.4,1.9,4,1,5,0,0,0,0,3.976072986,3,-10,-7,11,2,-11,0,3,-19,-16,-0.970569418,-0.511577411,0.168541544,1.14449681,0,-2.220502317,-1.000033317,0.01759241,1.89,1
1.3,9,5,14,7,3,1,6,5,2,1,3,3.148890894,2.812789734,11.47808,6.56314112,1.05425664,0.6007936,0.014114459,0.012462888,0.57179782,8,8,3,11,14,7,4,4,7,3,-3,0,2.848246341,2.623339731,6.52513536,1.25977088,1.10558208,0.014869068,0.009951818,0.555948016,4.5,1.57,11,-2,9,0,1,0,0,0.675432487,6,-3,3,-4,-3,2,-2,5,-2,3,0.300644553,0.189450002,-0.05132544,-0.65897728,0,-0.25887232,0.03800576,0.015849804,2.15,1
2.2,25,16,41,12,25,24,15,27,1,-12,-11,3.47717159,3.634921268,10.26769259,5.730515886,0.747209519,2.160950419,0.666143611,0.030046773,0.558111361,2.8,34,11,45,11,31,18,11,17,13,-6,7,4.562440219,4.0977969,5.761766596,1.807923967,1.03570391,0.744428187,0.038774208,0.476121756,3.25,1.8,0,1,1,0,0,0,0,1.471989051,14,-18,-4,8,13,-3,-4,7,-25,-18,-1.085268629,-0.462875631,-0.288494391,0.353026452,0,-1.833763643,-0.03125071,0.081989605,1.8,0
1.8,9,13,22,9,10,16,16,13,-6,3,-3,2.988038418,2.986103058,10.15052325,2.700027001,1.265547447,1.617372126,0.102156431,0.007597014,0.2659988,5,14,4,18,11,9,11,3,18,-2,-15,-17,2.161763148,2.336403549,2.683765459,0.759126932,2.128688117,0.128021693,0.0026852,0.297059722,3.75,2.03,0,0,0,0,0,0,0,2.426020861,5,-1,4,-8,13,5,4,9,5,14,0.826275271,0.649699509,-0.863140671,0.858245194,0,1.116092592,0.016261541,-0.031060922,1.8,2
2.1,17,15,32,17,14,20,16,24,-6,-8,-14,2.870454551,2.641169635,11.09564705,6.255724029,0.936759892,1.152439047,0.726149037,7.01E-05,0.56379984,3.4,23,10,33,14,14,13,17,31,1,-14,-13,2.640911845,2.618303615,4.81243904,0.99950848,1.34894848,0.70380778,0.000773179,0.496716799,3.25,2.05,-1,4,3,0,0,0,0,3.195639606,7,-8,-1,-17,3,3,10,8,-9,-1,0.229542706,0.022866019,-0.412188588,0.152930567,0,1.407150407,1.443284989,0.067083041,1.68,0
1.66,7,7,14,10,6,5,10,7,1,3,4,3.147364286,2.822154103,12.06723584,7.293254656,1.552707584,0.814680064,0.018191414,0.007446583,0.604384861,5.5,10,2,12,13,9,6,4,6,3,-2,1,2.866771519,2.711322323,4.238660096,1.097820672,0.980582912,0.019230648,0.007446583,0.488285898,3.4,1.85,0,3,3,1,0,0,0,0,5,-3,2,0,1,4,-2,3,0,3,0.280592767,0.11083178,0.572124672,-0.283140608,0,3.386542592,3.05459456,0.116098963,1.85,0
1.57,16,6,22,6,13,6,7,10,7,-3,4,3.416881691,3.144649089,12.14229151,4.272850707,1.043034864,0.757877004,0.043066924,0.019742137,0.351898215,6,6,6,12,14,6,13,5,6,-7,-1,-8,2.416486438,2.322113501,3.443502843,0.859750968,1.347695215,0.070025985,0.002417552,0.259920696,3.75,1.9,9,2,11,0,0,0,0,2.041965408,10,0,10,7,1,-6,4,8,4,12,1.000395253,0.822535588,-0.304660351,-0.101873964,0,-1.105991118,0.829347864,0.091977519,1.9,0
2.38,19,11,30,14,13,15,12,20,-2,-8,-10,3.034698873,2.89171104,9.709707145,4.053112432,0.801028608,1.421029835,0.529273483,0.014264234,0.417428906,3.1,19,8,27,18,21,22,13,29,-1,-16,-17,2.421038729,2.580937516,10.1568748,1.413308085,2.414774943,0.544181623,0.00447164,0.593731447,3.2,2.14,1,1,2,0,0,0,0,0.101382096,11,-8,3,-16,2,-10,-1,14,-7,7,0.613660143,0.310773524,-1.613746335,0.00772175,0,-7.397142857,-6.103762366,-0.17630254,1.67,2
1.66,30,22,52,6,23,17,23,24,6,-1,5,4.647945854,4.181172973,10.29295412,5.423387125,1.622405696,1.117340778,0.4963095,0.00585769,0.526902876,5,28,11,39,16,32,27,12,29,5,-17,-12,3.245426658,3.283352132,6.006285567,1.029995757,1.788835164,0.950041131,9.47E-05,0.546374877,3.6,1.95,-4,7,3,0,0,0,0,2.031967625,19,-6,13,-6,5,-4,-8,23,-6,17,1.402519196,0.897820841,-0.166429468,0.087345021,0,-0.700021252,-0.582898442,-0.019472001,1.75,1
1.33,24,20,44,6,33,18,17,11,15,6,21,4.807884223,4.341403676,15.11290518,8.918403364,1.879653045,0.997739737,0.17728441,0.060204992,0.590118396,11,13,11,24,18,11,19,14,31,-8,-17,-25,2.165780086,2.028492809,4.63529305,1.488760311,2.084725737,0.538542486,0.000122182,0.50486857,5.5,1.53,6,-9,-3,0,1,0,0,2.016185742,13,7,20,2,4,-2,0,32,14,46,2.642104137,2.312910867,-0.205072692,-0.491020574,0,5.931717585,4.283110313,0.085249826,2.42,1
1.8,24,15,39,10,21,15,18,22,6,-4,2,3.664376268,3.820253474,12.50463955,3.636974449,0.721558107,1.710152026,0.36767512,0.040762204,0.290850003,4.5,13,13,26,16,12,22,11,21,-10,-10,-20,2.202006233,2.430031882,2.733365363,0.494424936,1.764732278,0.723632059,0.000773179,0.281577764,3.5,2.02,7,0,7,0,0,0,0,3.671399731,11,2,13,0,4,-4,10,16,6,22,1.462370035,1.390221592,-1.043174171,1.21572709,0,2.79731988,0.903609087,0.009272239,1.78,1
1.14,3,6,9,3,2,1,5,1,1,4,5,3.1425,2.7163,8.928,3.776,1.136,0.288,0.002725782,0.003088715,0.422939068,21,6,0,6,9,2,0,0,2,2,-2,0,2.72525,2.53989,1.76,0.36,0.256,0.002993686,0.002952804,0.436507937,8,1.49,1,-4,-3,0,1,0,0,3.079408759,3,0,3,0,1,5,-1,3,2,5,0.41725,0.17641,0.88,-0.072,0,4.896,2.016,-0.013568868,2.5,1
2.4,16,12,28,10,12,8,7,10,4,-3,1,3.612007971,3.476188522,11.52695657,6.127927251,1.158404813,1.494528222,0.102156431,0.026782676,0.531617102,2.87,17,10,27,9,13,6,11,11,7,0,7,3.734588033,3.404956385,5.480067158,1.851018418,1.216624957,0.108368023,0.022259197,0.478216218,3.2,2.04,0,3,3,0,0,0,0,0.458200669,6,-5,1,1,-3,1,-3,4,-10,-6,-0.122580062,0.071232137,-0.058220144,-0.356490196,0,0.067564468,0.647860093,0.053400884,1.69,1
7.5,26,17,43,11,15,18,13,23,-3,-10,-13,3.618362901,2.969374498,10.84943776,4.002513582,1.343370244,0.626701303,0.78488174,0.001043682,0.368914378,1.44,46,31,77,3,57,13,36,22,44,14,58,5,4.953254474,5.686510436,2.423155642,0.968575372,0.002144176,0.818730753,0.348524164,5,1.64,-4,5,1,0,0,0,1,2.969494736,-5,-29,-34,-7,-18,0,-34,-17,-54,-71,-1.381637099,-1.983879977,0.374794872,-1.796454339,0,-5.466534051,-1.683996853,0.020390214,2.21,2
2.2,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,3.5,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,3.2,2.11,3,5,8,1,0,0,0,1.958380279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0
1.36,25,17,42,1,25,5,18,10,20,8,28,4.780912092,4.727119714,20.16308131,9.624331569,1.695063882,0.860123931,0.026782676,0.197898699,0.477324444,10,20,7,27,9,15,6,9,13,9,-4,5,3.682895987,3.373694474,5.227956306,1.236497392,0.796604856,0.149381775,0.064248301,0.517375132,4.5,1.79,8,-7,1,0,1,1,0,0.031274878,18,-3,15,12,-4,12,-5,24,-1,23,1.098016104,1.35342524,0.898459025,-0.376373461,1,10.05831209,4.396375263,-0.040050688,1.95,1
2.55,3,1,4,14,4,4,3,8,0,-5,-5,2.315733211,2.423363032,8.8528,3.73472,0.9344,1.64704,0.005893596,0.003263353,0.421868787,2.9,9,3,12,4,7,4,3,1,3,2,5,3.270204902,2.93349171,3.144,1.24704,0.7904,0.004222946,0.005713063,0.389973803,3.5,1.75,0,1,1,0,0,0,0,0.250803707,0,-8,-8,3,1,-1,1,-2,-8,-10,-0.954471691,-0.510128677,0.144,0.4,0,0.79072,0.59072,0.031894984,2.05,0
1.615,20,4,24,6,15,5,4,8,10,-4,6,3.717324462,3.487995926,11.64194106,4.754712399,1.026466668,0.909626554,0.077908344,0.060204992,0.408412341,5,3,9,12,20,7,14,8,15,-7,-7,-14,2.161809809,2.30624381,5.422705906,0.855608833,1.860785374,0.106858473,0.007828378,0.487162352,3.4,1.85,0,1,1,0,0,0,0,3.295299189,11,1,12,0,-3,-10,1,17,3,20,1.555514653,1.181752116,-0.834318706,0.054017721,0,0.510732158,-0.667993507,-0.078750011,1.75,0
1.3,18,11,29,3,23,10,7,6,13,1,14,4.165274501,4.010017753,14.17198055,5.437061902,1.488736211,1.436196659,0.03655677,0.088478119,0.383648699,11,9,5,14,15,8,12,6,10,-4,-4,-8,2.321332566,2.56180221,2.234166717,0.592198564,1.736664963,0.088613397,0.024723526,0.229413866,6,1.53,7,-3,4,0,1,0,0,2.529439254,13,2,15,13,4,-5,-2,17,5,22,1.843941935,1.448215543,-0.247928752,0.843998095,0,4.433394308,3.202895185,0.154234833,2.46,1
1.18,33,21,54,3,42,9,26,18,33,8,41,4.806865089,4.876080715,19.57777619,5.433397745,2.125144303,0.911945216,0.026248698,0.465333931,0.277528852,19,20,6,26,13,16,13,10,27,3,-17,-14,2.773842695,2.655307482,3.821028633,1.277589564,1.829858716,0.485065075,0.003985869,0.356861996,8,1.41,7,-1,6,0,1,0,0,0.495274094,27,1,28,15,-1,13,2,50,5,55,2.033022394,2.220773233,0.295285587,-0.365644348,0,8.870475658,1.612369111,-0.079333144,2.78,1
4,31,23,54,4,20,14,19,19,6,0,6,4.555873848,4.31235923,10.04988242,4.67593473,1.492473887,1.00212709,0.140604323,0.009803655,0.465272581,1.9,38,29,67,3,27,7,21,12,20,9,29,4.770445329,4.865796704,8.630153579,0.998044034,0.633832445,0.003411663,0.331210882,0.519812611,3.3,2,-2,11,9,0,0,0,1,0.675432487,2,-15,-13,8,-7,12,-8,-3,-20,-23,-0.214571481,-0.553437474,0.858641441,0.004083056,0,-6.552549685,-3.954218849,-0.05454003,1.71,1
2.2,7,7,14,20,12,15,7,18,-3,-11,-14,2.047701272,2.057936597,12.34713643,3.351043469,0.962923191,1.55834009,0.223006233,0.001017914,0.271402482,3.6,11,11,22,12,7,11,4,11,-4,-7,-11,2.63818871,2.607941976,3.3033236,0.400392111,0.645887304,0.216145053,0.01035796,0.284254015,3.4,2.27,1,2,3,0,0,0,0,0.750767543,-4,-4,-8,1,11,-4,11,4,-7,-3,-0.590487439,-0.550005379,0.317035887,1.157947979,0,0.726109376,0.047719869,-0.012851533,1.62,1
2.5,4,1,5,20,5,6,1,6,-1,-5,-6,2.243112981,2.362530148,9.853530112,5.194194944,0.34619392,0.919724544,0.019772322,0.0026852,0.527140516,2.75,6,2,8,15,4,4,3,5,0,-2,-2,2.545759226,2.511580988,3.904617472,0.718303232,0.855273472,0.019772322,0.003926527,0.477413493,3.2,2.05,1,3,4,0,0,0,0,1.640760566,2,-5,-3,0,3,-3,2,1,-5,-4,-0.302646245,-0.14905084,-0.509079552,0.201421312,0,1.67483904,1.289577472,0.049727023,1.65,0
1.33,3,1,4,10,3,0,0,1,3,-1,2,2.704398979,2.584879796,4.488,2.776,0.48,0.2,0.002993686,0.002725782,0.618538324,10,3,0,3,10,2,2,1,2,0,-1,-1,2.538000425,2.546800085,1.976,0.488,0.72,0.003046113,0.002952804,0.393939394,5,1.67,2,0,2,1,0,0,0,0.379181925,3,-2,1,1,-1,-2,-1,4,-1,3,0.166398554,0.038079711,-0.24,-0.288,0,-0.528,0.8,0.22459893,2.13,0
2.62,6,16,22,9,7,12,13,10,-5,3,-2,3.137942476,2.836060191,9.755063954,5.213231155,1.078208403,0.845378368,0.084116246,0.03337327,0.534412812,2.75,13,12,25,4,10,7,12,9,3,3,6,3.684393821,3.454949548,5.230057816,0.952894307,0.68289665,0.067121558,0.059308657,0.531677327,3.25,2.1,4,1,5,1,0,1,0,1.426319213,-6,3,-3,-2,0,6,0,-8,0,-8,-0.546451345,-0.618889357,0.395311753,-0.107515939,0,-0.08183815,-0.016826661,0.002735485,1.67,2
1.44,15,20,35,3,9,7,19,9,2,10,12,4.366564681,3.892394482,13.8428575,8.147433338,1.812578783,0.974337608,0.081358587,0.174644989,0.588565861,8,16,4,20,15,15,12,5,22,3,-17,-14,2.424074282,2.6239244,6.556301164,0.912086386,2.346099295,0.197212742,0.039163895,0.548192445,4.2,1.84,12,-2,10,1,0,1,0,1.023676566,11,4,15,-13,2,7,-6,19,7,26,1.942490399,1.268470081,-0.533520512,0.062251222,0,1.883004297,1.591132174,0.040373416,1.94,1
1.33,40,34,74,4,35,12,34,20,23,14,37,5,4.931471035,13.95355579,5.395977327,1.396584081,0.75066345,0.014214791,0.034047455,0.38670984,9,27,20,47,9,25,22,27,33,3,-6,-3,3.704952752,3.632429922,4.491424061,1.217158441,1.758419047,0.800737403,3.73E-06,0.354268687,6,1.41,2,-3,-1,0,1,0,0,1.480807352,20,7,27,2,-15,12,-5,29,11,40,1.295047248,1.299041113,-0.361834966,-0.466494991,0,1.275539842,0.904553267,0.032441153,2.84,1
1.33,24,18,42,1,20,3,18,10,17,8,25,5,4.623660968,16.19656917,5.891065063,1.79820965,0.478521724,0.018315639,0.135335283,0.363723021,10,19,12,31,5,14,7,15,12,7,3,10,3.975228391,3.539102158,4.64381398,1.681039758,0.774904577,0.075260071,0.073903137,0.342189432,5.75,1.62,8,-4,4,0,1,0,0,0.235973271,12,-1,11,8,-12,11,-4,14,1,15,1.024771609,1.08455881,1.023305073,-1.202518034,0,2.625682553,1.247251083,0.021533589,2.27,1
4.5,0,0,0,15,0,0,0,1,0,-1,-1,2.43,2.486,1.8,0.2,0,0.2,0.001533811,0.001466319,0.111111111,1.85,3,0,3,1,4,3,0,0,1,0,1,2.675,2.535,2,0.8,0.6,0.001533811,0.001533811,0.37037037,3.8,1.8,3,10,13,0,0,1,0,2.515294242,0,-3,-3,0,0,-3,-3,0,-2,-2,-0.245,-0.049,-0.6,-0.6,0,-3.6,-1.8,-0.259259259,2.03,1
3,0,1,1,18,1,5,2,5,-4,-3,-7,2.06956203,2.313257999,6.50592,1.77472,0.3584,1.3392,0.005955309,0.002242868,0.272785402,2.5,7,3,10,6,8,4,2,3,4,-1,3,3.000303829,2.748708857,2.63968,1.42464,1.0784,0.005479149,0.004339483,0.344253401,3.4,2,1,-1,0,1,0,0,0,3.078939325,-3,-6,-9,-2,3,-2,-3,-3,-7,-10,-0.930741798,-0.435450857,-0.72,-0.08544,0,-1.16192,-0.86496,-0.071468,1.8,1
3.25,9,11,20,20,13,19,15,29,-6,-14,-20,2.323181901,2.221427578,9.890308417,4.801460642,1.516551538,2.153293169,0.460447906,0.000746586,0.485471276,2,22,17,39,7,19,11,15,14,8,1,9,3.995140308,3.945542365,7.838016632,1.044543283,1.086519654,0.178445469,0.182683524,0.556257332,3.25,1.85,-5,9,4,0,0,1,1,3.550684207,-8,-11,-19,-1,4,4,10,-7,-22,-29,-1.671958408,-1.724114787,0.430031883,1.108749887,0,-4.20032226,-3.036555989,-0.070786057,1.75,2
1.3,15,14,29,5,13,2,20,17,11,3,14,4.270858714,3.532605249,15.27650731,6.122984004,2.719835682,0.840639185,0.045024182,0.03337327,0.400810465,11,15,3,18,12,14,12,5,16,2,-11,-9,2.496532665,2.260327042,3.697987534,1.83883894,1.552118878,0.086185787,0.003906943,0.436373634,6,1.48,9,-5,4,0,1,1,0,0.009800491,12,-1,11,-3,-3,8,3,22,1,23,1.77432605,1.272278207,1.167716804,-0.998199756,1,6.802146707,2.42499647,-0.035563169,2.62,0
2.25,26,11,37,8,25,17,14,21,8,-7,1,3.615249043,3.475642636,12.34242459,6.641780373,1.061283643,1.217177971,0.534073279,0.073534544,0.538126065,3.2,23,10,33,14,22,16,13,31,6,-18,-12,3.169515034,2.842703249,6.592176646,1.823286258,1.515043253,0.657777278,0.017422375,0.576375555,3.4,1.95,-1,2,1,0,0,1,0,1.253578591,16,-12,4,-6,4,-2,-1,26,-13,13,0.445734009,0.632939387,-0.45375961,-0.606108287,0,0.905130638,0.049603727,-0.03824949,1.82,1
1.28,28,23,51,2,24,8,17,11,16,6,22,4.883228612,4.788547648,14.50838517,6.401590216,1.634706467,1.098386897,0.023164395,0.358796465,0.44123382,10,17,14,31,10,14,15,14,18,-1,-4,-5,3.428635218,3.116845625,5.142958045,1.53904428,1.324090309,0.324246905,0.014625335,0.441205848,5,1.8,6,-7,-1,0,1,1,0,3.214003534,14,6,20,6,-6,2,-3,20,7,27,1.454593395,1.671702023,0.310616158,-0.440657383,1,2.851789809,1.258632171,2.80E-05,1.92,1
1.25,3,3,6,6,2,1,2,1,1,1,2,2.85,2.598,5.16,1.76,0.72,0.36,0.002120189,0.002091236,0.341085271,15,3,0,3,16,2,1,0,0,1,0,1,2.66375,2.52155,0.88,0.4,0.16,0.002187491,0.001827146,0.4,5.5,1.72,1,-4,-3,0,0,0,0,3.079408759,3,0,3,2,1,1,-1,1,0,1,0.18625,0.07645,0.56,-0.04,0,2.96,0.88,-0.058914729,2.09,1
2.1,24,14,38,17,25,33,18,36,-8,-18,-26,2.772093189,2.317509588,8.58867993,3.557244343,1.157074289,0.771194156,1,1.34E-06,0.414178241,3.75,29,16,45,10,27,22,15,27,5,-12,-7,3.436447172,3.610850964,2.860868234,0.689265712,1.629449578,0.843547649,4.01E-05,0.296437382,3.5,1.83,5,1,6,0,0,0,0,2.153440175,8,-15,-7,-2,18,-4,9,4,-23,-19,-0.664353983,-1.293341376,-0.472375289,0.081928444,0,-1.062154963,0.696376109,0.117740858,1.98,1
1.2,36,38,74,1,26,3,28,6,23,22,45,5,4.955448637,17.28111409,9.352017474,1.633307148,0.21385534,0.00064179,0.726149037,0.541169824,13,18,8,26,17,15,13,17,32,2,-15,-13,2.751314265,2.545877939,3.68912345,1.09404133,1.375994409,0.726149037,7.01E-05,0.493439228,6,1.75,3,-3,0,0,1,0,0,0.134485737,28,20,48,-6,-14,15,-9,38,20,58,2.248685735,2.409570698,0.257312739,-0.88018599,0,9.804765954,5.662894024,0.047730597,1.95,1
2.1,6,6,12,12,5,4,6,8,1,-2,-1,2.785244202,2.66588757,8.385851699,3.101825946,1.04363264,1.031085363,0.025317739,0.011220644,0.369888004,3,7,1,8,16,6,9,1,8,-3,-7,-10,2.131389168,2.412640195,5.48558848,0.420216832,1.773814477,0.02612141,0.007262726,0.551728232,3.25,1.85,1,5,6,0,0,0,0,1.060621275,5,-1,4,-3,3,-3,2,8,1,9,0.653855034,0.253247375,-0.730181837,0.610868531,0,-1.556703642,-2.383762534,-0.181840228,1.85,2
2.3,42,35,77,1,39,15,31,16,24,15,39,5,4.970970071,12.72403034,7.776513141,1.896200744,0.271364795,0.000942267,0.782704538,0.611167447,3.3,36,26,62,2,35,11,20,15,24,5,29,3.872900868,3.377804524,8.649716838,1.604161126,0.777362637,0.042208279,0.25410696,0.605281909,3.5,1.75,-1,1,0,0,1,0,1,0.093252281,16,-1,15,24,-5,20,-19,19,-9,10,1.127099132,1.593165548,1.118838107,-1.332796331,0,-1.566363463,-0.873203698,0.005885538,2.06,2
2.1,5,6,11,10,3,1,2,1,2,1,3,3.012330115,2.695994112,9.217792,3.187392,0.707456,0.18432,0.007746179,0.007559124,0.34578693,3.8,1,6,7,15,4,8,4,1,-4,3,-1,2.669006736,2.540288993,3.956416,1.046336,1.000064,0.007936761,0.007226503,0.416800388,3.5,1.92,2,-3,-1,0,0,1,0,2.648417715,-1,5,4,2,-3,-6,-3,-1,5,4,0.343323379,0.155705119,-0.292608,-0.862016,0,-0.27456,-0.769024,-0.071013458,1.88,1
2,4,9,13,5,2,2,8,5,0,3,3,3.14747484,2.775316175,16.6254336,6.3605248,1.489472,0.8903936,0.009803655,0.009803655,0.38257798,3.8,10,6,16,3,7,1,5,4,6,1,7,3.435110363,2.947120424,3.5124608,1.6843648,0.6528,0.008385511,0.010889024,0.391208707,3.8,1.83,1,10,11,0,1,1,1,2.899171864,-2,-1,-3,-2,-3,7,-2,-1,-3,-4,-0.287635523,-0.171804249,0.836672,-0.7939712,-1,7.6469504,2.848064,-0.008630727,1.97,1
2.88,0,0,0,19,0,0,0,3,0,-3,-3,2.331308411,2.466261682,4,2.4,0,0.6,0.001533811,0.001281146,0.6,2.5,3,0,3,16,4,0,0,0,4,0,4,2.825,2.565,3.8,0.8,0,0.001533811,0.001466319,0.730769231,3.3,1.78,3,1,4,1,0,1,1,2.844120585,0,-3,-3,0,0,0,-1,0,-7,-7,-0.493691589,-0.098738318,0,-0.2,-2,-1.2,-1.4,-0.130769231,2,2
1.1,15,11,26,3,18,2,9,1,16,8,24,4.680062088,3.872553723,17.17387602,6.639823053,2.212822323,0.127926272,0.00848038,0.024972002,0.386623442,23,3,4,7,16,3,7,3,7,-4,-4,-8,2.18570865,2.317180839,3.971036365,0.311427072,1.116626944,0.026030868,0.003535148,0.298177162,10,1.28,5,-2,3,0,1,0,0,2.70120472,11,8,19,11,-1,2,-2,20,12,32,2.494353438,1.555372884,1.096195379,-0.1835008,0,3.856168038,2.668786688,0.08844628,3.75,1
